BOP,GL,PL,Visible,Coterie ID,Industry,Subindustry,Class Description For Selection,Class Description,Class Selection Differentiation,Customer Friendly Name,Word Associations,Contractor Only - Office or Shop,Office/LRO/Condo,PL Group,PL Class,WC Class,Notes,Class Code,SIC Code,NAICS Code,Prop. Rate No.,Liab. Class Group,Liab. Exp. Base,EQ,EQSL
Y, ,Y,Y,10374,Professional Services,Offices,Inspection and Appraisal Companies – Inspecting for insurance or valuation purposes  : Office - Only Building Occupant,Inspection and Appraisal Companies – Inspecting for insurance or valuation purposes ,: Office - Only Building Occupant,,"Building, Appraise, Inspect, Home",,Office,Miscellaneous,Insurance Inspectors,,,63831,6411,524298,1,1,LOI,3,M
Y, ,Y,Y,10375,Professional Services,Offices,Inspection and Appraisal Companies – Inspecting for insurance or valuation purposes  : Shared Building Occupancy – Office,Inspection and Appraisal Companies – Inspecting for insurance or valuation purposes ,: Shared Building Occupancy – Office,,"Building, Appraise, Inspect, Home",,Condominium – Office,Miscellaneous,Insurance Inspectors,,,63841,6411,524298,2,18,LOI,3,M
, ,,,10376,Professional Services,Offices,Inspection and Appraisal Companies – Inspecting for insurance or valuation purposes  : Building Owner / Lessor - Office - Shared Building Occupancy,Inspection and Appraisal Companies – Inspecting for insurance or valuation purposes ,: Building Owner / Lessor - Office - Shared Building Occupancy,,"Building, Appraise, Inspect, Home",,Condominium – Office – Lessors Risk Only,Miscellaneous,Insurance Inspectors,,,63841,6411,531120,2,18,LOI,3,M
Y, ,Y,Y,10377,Professional Services,Offices,Insurance Agent  ,Insurance Agent ,,,"Financial, Services, Risk",,,Miscellaneous,Insurance Agent,,,63851,6411,524210,1,1,LOI,3,M
, ,,,10378,Professional Services,Offices,Insurance Agents  : Building Owner / Lessor,Insurance Agents ,: Building Owner / Lessor,,"Financial, Services, Risk",,Lessors Risk Only,Miscellaneous,Insurance Agent,,,63851,6411,531120,1,1,LOI,3,M
Y, ,Y,Y,10379,Professional Services,Offices,Insurance Agents  : Office - Only Building Occupant,Insurance Agents ,: Office - Only Building Occupant,,"Financial, Services, Risk",,Office,Miscellaneous,Insurance Agent,,,63851,6411,524210,1,1,LOI,3,M
Y, ,Y,Y,10380,Professional Services,Offices,Insurance Agents  : Shared Building Occupancy – Office,Insurance Agents ,: Shared Building Occupancy – Office,,"Financial, Services, Risk",,Condominium – Office,Miscellaneous,Insurance Agent,,,63861,6411,524210,2,18,LOI,3,M
, ,,,10381,Professional Services,Offices,Insurance Agents  : Building Owner / Lessor - Office - Shared Building Occupancy,Insurance Agents ,: Building Owner / Lessor - Office - Shared Building Occupancy,,"Financial, Services, Risk",,Condominium – Office – Lessors Risk Only,Miscellaneous,Insurance Agent,,,63861,6411,531120,2,18,LOI,3,M
Y,Y,Y,Y,10382,Professional Services,Contractor,Insurance Inspectors  ,Insurance Inspectors ,,,,,,Miscellaneous,Insurance Inspectors,,,10399,7379,541512,1,51,PAY,3,M
, ,,,10383,Professional Services,Offices,Interior Decorators  : Building Owner / Lessor,Interior Decorators ,: Building Owner / Lessor,,"Design, House, ",,Lessors Risk Only,Architects & Engineers,Interior Design,,,63871,7389,531120,1,1,LOI,3,M
Y, ,Y,Y,10384,Professional Services,Offices,Interior Decorators  : Office - Only Building Occupant,Interior Decorators ,: Office - Only Building Occupant,,"Design, House, ",,Office,Architects & Engineers,Interior Design,,,63871,7389,541410,1,1,LOI,3,M
Y, ,Y,Y,10385,Professional Services,Offices,Interior Decorators  : Shared Building Occupancy – Office,Interior Decorators ,: Shared Building Occupancy – Office,,"Design, House, ",,Condominium – Office,Architects & Engineers,Interior Design,,,63881,7389,541410,2,18,LOI,3,M
, ,,,10386,Professional Services,Offices,Interior Decorators  : Building Owner / Lessor - Office - Shared Building Occupancy,Interior Decorators ,: Building Owner / Lessor - Office - Shared Building Occupancy,,"Design, House, ",,Condominium – Office – Lessors Risk Only,Architects & Engineers,Interior Design,,,63881,7389,531120,2,18,LOI,3,M
Y,Y,Y,Y,10387,Artisan Contractor,Contractor,Interior Decorators Office ,Interior Decorators Office,,,"Design, House, ",Office,,Architects & Engineers,Interior Design,,,74861,7389,541410,19,54,PAY,3,M
Y,Y,Y,Y,10388,Artisan Contractor,Contractor,Interior Decorators Shop ,Interior Decorators Shop,,,"Design, House, ",Shop,,Architects & Engineers,Interior Design,,,74871,7389,541410,20,54,PAY,3,M
Y,Y,Y,Y,10389,Professional Services,Contractor,Interior Design  ,Interior Design ,,,"Design, House, ",,,Architects & Engineers,Interior Design,,,10397,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10390,Professional Services,Contractor,Intro and Outro Animation  ,Intro and Outro Animation ,,,,,,Consultants,Other consulting services,,,10516,7319,711510,1,51,PAY,3,M
Y,Y,Y,Y,10391,Professional Services,Contractor,IT software/hardware  ,IT software/hardware ,,,,,,IT/Technology,IT software/hardware,,,10396,7379,541512,1,51,PAY,3,M
Y, ,,Y,10392,Wholesalers & Distributors,Distributor,Janitorial Supply Distributor ,Janitorial Supplies ,,Janitorial Supply Distributor,"Janitor, Custodian, Cleaning",,,,,,,50651,5087,421850,14,15,LOI,3,M
Y, ,,Y,10393,Retail Store & Services,Retail,Janitorial Supply Store ,Janitorial Supplies ,,Janitorial Supply Store,"Janitor, Custodian, Cleaning",,,,,,,59999,5999,453998,9,8,LOI,3,M
Y, ,,Y,10394,Wholesalers & Distributors,Distributor,Jewelry Distributor ,Jewelry ,,Jewelry Distributor,"Diamond, Ring, Gold, Watch, Bracelet",,,,,,,50661,5094,421940,13,11,LOI,3,H
Y, ,,Y,10395,Retail Store & Services,Retail,Costume Jewelry Store  ,Jewelry - Costume ,,Costume Jewelry Store ,"Diamond, Ring, Gold, Watch, Bracelet, Fake, Halloween",,,,,,,59715,5944,448150,7,3,LOI,2,H
Y, ,,Y,10396,Retail Store & Services,Retail,Jewelry Store ,Jewelry - Precious ,,Jewelry Store,"Diamond, Ring, Gold, Watch, Bracelet",,,,,,,59715,5944,448310,7,3,LOI,2,H
Y, ,,Y,10397,Retail Store & Services,Retail Service,Jewelry Repair Service ,Jewelry - Repair ,,Jewelry Repair Service,"Diamond, Ring, Gold, Watch, Bracelet, Fix, Broken",,,,,,,71941,7631,811490,7,2,LOI,3,H
Y, ,,Y,10398,Retail Store & Services,Retail,Junk Dealers  ,Junk Dealers ,,,"Scrap, Metal, Wire, Waste, glass,",,,,,,,59981,5932,453310,9,6,LOI,4,S
, ,,,10399,Professional Services,Offices,Labor Union : Building Owner / Lessor,Labor Union (Personal Injury And Advertising Injury Endorsement BP 04 37 must be attached.) ,: Building Owner / Lessor,Labor Union,,,Lessors Risk Only,Miscellaneous,Business manager services,,Personal Injury And Advertising Injury Endorsement BP 04 37 must be attached.,63891,8631,531120,1,1,LOI,3,M
Y, ,Y,Y,10400,Professional Services,Offices,Labor Union : Office - Only Building Occupant,Labor Union (Personal Injury And Advertising Injury Endorsement BP 04 37 must be attached.) ,: Office - Only Building Occupant,Labor Union,,,Office,Miscellaneous,Business manager services,,Personal Injury And Advertising Injury Endorsement BP 04 37 must be attached.,63891,8631,813930,1,1,LOI,3,M
Y, ,Y,Y,10401,Professional Services,Offices,Labor Union : Shared Building Occupancy – Office,Labor Union (Personal Injury And Advertising Injury Endorsement BP 04 37 must be attached.) ,: Shared Building Occupancy – Office,Labor Union,,,Condominium – Office,Miscellaneous,Business manager services,,Personal Injury And Advertising Injury Endorsement BP 04 37 must be attached.,63911,8631,813930,2,18,LOI,3,M
, ,,,10402,Professional Services,Offices,Labor Union : Building Owner / Lessor - Office - Shared Building Occupancy,Labor Union (Personal Injury And Advertising Injury Endorsement BP 04 37 must be attached.) ,: Building Owner / Lessor - Office - Shared Building Occupancy,Labor Union,,,Condominium – Office – Lessors Risk Only,Miscellaneous,Business manager services,,Personal Injury And Advertising Injury Endorsement BP 04 37 must be attached.,63911,8631,531120,2,18,LOI,3,M
Y,Y,Y,Y,10403,Professional Services,Contractor,Land Surveyors  ,Land Surveyors ,,,,,,Miscellaneous,Land Surveyors,,,10399,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10404,Professional Services,Contractor,Landscape architect  ,Landscape architect ,,,,,,Architects & Engineers,Landscape architect,,,10399,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10405,Artisan Contractor,Contractor,Landscape or Gardening Service (No Tree Removal or Excavation) Office ,Landscape Gardening – No Tree Removal or Excavation Office,,Landscape or Gardening Service (No Tree Removal or Excavation) Office,"Mowing, Grass, Plant, Garden",Office,,Consultants,Other consulting services,,"This classification includes laying out of grounds, planting trees, shrubs, flowers or lawns. Use Pesticide Or Herbicide Applicator – Limited Pollution Coverage Endorsement BP 07 08.",74891,0782/ 0783,561730,19,52,PAY,3,S
Y,Y,Y,Y,10406,Artisan Contractor,Contractor,Landscape or Gardening Service (No Tree Removal or Excavation) Shop ,Landscape Gardening – No Tree Removal or Excavation Shop,,Landscape or Gardening Service (No Tree Removal or Excavation) Shop,"Mowing, Grass, Plant, Garden",Shop,,Consultants,Other consulting services,,"This classification includes laying out of grounds, planting trees, shrubs, flowers or lawns. Use Pesticide Or Herbicide Applicator – Limited Pollution Coverage Endorsement BP 07 08.",74901,0782/ 0783,561730,20,52,PAY,3,S
Y, ,,Y,10407,Retail Store & Services,Retail Service,Laundromat (Self-service) - Non-supervised  ,Laundromat (Self-service) - Non-supervised ,,,"Laundry, Clothes, Cleaner",,,,,,,9541,7215,812310,27,22,LOI,3,M
Y, ,,Y,10408,Retail Store & Services,Retail Service,Laundromat (Self-service) - Supervised  ,Laundromat (Self-service) - Supervised ,,,"Laundry, Clothes, Cleaner",,,,,,,9531,7215,812310,27,22,LOI,3,M
Y, ,,Y,10409,Retail Store & Services,Retail Service,Laundry and Dry Cleaning - Receiving Station  ,Laundry and Dry Cleaning - Receiving Station ,,,"Laundry, Clothes, Cleaner",,,,,,,71811,7212,812320,7,4,LOI,3,M
Y, ,,Y,10410,Retail Store & Services,Retail Service,Laundry and Dry Cleaning - Using Petroleum Solvents  ,Laundry and Dry Cleaning - Using Petroleum Solvents ,,,"Laundry, Clothes, Cleaner",,,,,,(including Stoddard type solvents and other combustible hydrocarbon solvents) and having less than 3 pick-up stations,9501,7212,812320,12,7,LOI,3,M
Y, ,,Y,10411,Retail Store & Services,Retail Service,Laundry and Dry Cleaning - Using Synthetic Solvents  ,Laundry and Dry Cleaning - Using Synthetic Solvents ,,,"Laundry, Clothes, Cleaner",,,,,,(including perchloroethylene or other synthetic solvents) and having less than 3 pick-up stations,9521,7212,812320,7,7,LOI,3,M
Y,Y,Y,Y,10412,Artisan Contractor,Contractor,Lawn Sprinkler Installation Office ,Lawn Sprinkler Installation Office,,Lawn Sprinkler Installation Office,"Irrigation, Water, Plant, grass",Office,,Consultants,Other consulting services,,,74951,1711,235110,19,58,PAY,3,S
Y,Y,Y,Y,10413,Artisan Contractor,Contractor,Lawn Sprinkler Installation Shop ,Lawn Sprinkler Installation Shop,,Lawn Sprinkler Installation Shop,"Irrigation, Water, Plant, grass",Shop,,Consultants,Other consulting services,,,74961,1711,235110,20,58,PAY,3,S
, ,,,10414,Professional Services,Offices,Lawyers  : Building Owner / Lessor,Lawyers ,: Building Owner / Lessor,,"Attorney, Law, Practice",,Lessors Risk Only,,,,Personal Injury And Advertising Injury Endorsement BP 04 37 or Exclusion – Personal Injury And Advertising Injury – Lawyers Endorsement BP 14 15 must be attached.,63921,8111,531120,1,1,LOI,3,M
Y, ,,Y,10415,Professional Services,Offices,Lawyers  : Office - Only Building Occupant,Lawyers ,: Office - Only Building Occupant,,"Attorney, Law, Practice",,Office,,,,Personal Injury And Advertising Injury Endorsement BP 04 37 or Exclusion – Personal Injury And Advertising Injury – Lawyers Endorsement BP 14 15 must be attached.,63921,8111,541110,1,1,LOI,3,M
Y, ,,Y,10416,Professional Services,Offices,Lawyers  : Shared Building Occupancy – Office,Lawyers ,: Shared Building Occupancy – Office,,"Attorney, Law, Practice",,Condominium – Office,,,,Personal Injury And Advertising Injury Endorsement BP 04 37 or Exclusion – Personal Injury And Advertising Injury – Lawyers Endorsement BP 14 15 must be attached.,63931,8111,541110,2,18,LOI,3,M
, ,,,10417,Professional Services,Offices,Lawyers  : Building Owner / Lessor - Office - Shared Building Occupancy,Lawyers ,: Building Owner / Lessor - Office - Shared Building Occupancy,,"Attorney, Law, Practice",,Condominium – Office – Lessors Risk Only,,,,Personal Injury And Advertising Injury Endorsement BP 04 37 or Exclusion – Personal Injury And Advertising Injury – Lawyers Endorsement BP 14 15 must be attached.,63931,8111,531120,2,18,LOI,3,M
Y,Y,Y,Y,10418,Professional Services,Contractor,Lead Generation  ,Lead Generation ,,,,,,Consultants,Other consulting services,,,10450,7319,541890,1,51,PAY,3,M
Y, ,,Y,10419,Retail Store & Services,Retail Service,Lithographing  ,Lithographing ,,,"Carving, Engraving",,,,,,,71855,2752,323110,8,2,LOI,3,M
Y, ,,Y,10420,Retail Store & Services,Retail Service,Locksmiths  ,Locksmiths ,,,"Lock, Key, ",,,,,,,52512,7699,561622,7,5,LOI,3,S
Y,Y,Y,Y,10421,Professional Services,Contractor,Logo Design & Branding  ,Logo Design & Branding ,,,,,,Miscellaneous,Graphic design,,,10517,7319,711510,1,51,PAY,3,M
Y, ,,Y,10422,Retail Store & Services,Retail,Luggage Store ,Luggage Goods – Retail Only ,,Luggage Store,"Travel, Suitcase, Carry on",,,,,,,59999,5948,448320,9,8,LOI,3,M
Y,Y,Y,Y,10423,Professional Services,Contractor,Lyric Writing  ,Lyric Writing ,,,,,,Consultants,Other consulting services,,,10518,7319,711510,1,51,PAY,3,M
Y,Y,Y,Y,10424,Professional Services,Contractor,Machine Learning  ,Machine Learning ,,,,,,IT/Technology,Other technology services,,,10398,7379,541512,1,51,PAY,3,M
Y, ,,Y,10425,Retail Store & Services,Retail,Farm Machinery Or Equipment Dealer ,Machinery or Equipment Dealers – Farm Type Only ,,Farm Machinery Or Equipment Dealer,"Tractor, Baler, combine, plow, mower",,,,,,,59695,5999,453998,9,6,LOI,4,S
Y, ,,Y,10426,Retail Store & Services,Retail Service,Shipping and Packaging Store ,Mail Box or Packaging Stores - Packaging Services (Except packing and crating for transportation) ,,Shipping and Packaging Store,"FedEx, UPS, USPS",,,,,,,71837,7389,561910,8,4,LOI,3,M
Y, ,,Y,10427,Retail Store & Services,Retail Service,Shipping and Packaging Store ,Mail Box or Packaging Stores - Packing and Preparing Goods for Shipping ,,Shipping and Packaging Store,"FedEx, UPS, USPS",,,,,,,71837,7389,488991,8,4,LOI,3,M
Y, ,,Y,10428,Retail Store & Services,Retail,Mail Order Houses – Retail Only  ,Mail Order Houses – Retail Only ,,,,,,,,,,59999,5961,454110,9,8,LOI,3,M
Y, ,Y,Y,10429,Professional Services,Service,Direct Mailing/Mailing List Generation Service ,Mailing or Addressing Companies - Direct Mailing Companies ,,Direct Mailing/Mailing List Generation Service,"Mail, Email, Lead",,,Consultants,Direct marketing,,,71837,7331,541860,8,4,LOI,3,M
Y, ,Y,Y,10430,Professional Services,Service,Direct Mailing/Mailing List Generation Service ,Mailing or Addressing Companies - Mailing List Compiling Services/Mailing List Publishers ,,Direct Mailing/Mailing List Generation Service,"Mail, Email, Lead",,,Consultants,Direct marketing,,,71837,7331,511140,8,4,LOI,3,M
Y,Y,Y,Y,10431,Professional Services,Contractor,Management Consulting  : Freelance (No Primary Office),Management Consulting ,: Freelance (No Primary Office),,"Coach, Director, Administrating",,,Consultants,Management consulting,,,10435,7389,541611,1,51,PAY,3,M
, ,,,10432,Professional Services,Offices,Independent Sales Rep : Building Owner / Lessor,Manufacturers' Representatives ,: Building Owner / Lessor,Independent Sales Rep,"Agent, Sales, Wholesale",,Lessors Risk Only,Miscellaneous,Sales Representatives,,,63941,8611,531120,1,1,LOI,3,M
Y, ,Y,Y,10433,Professional Services,Offices,Independent Sales Rep : Office - Only Building Occupant,Manufacturers' Representatives ,: Office - Only Building Occupant,Independent Sales Rep,"Agent, Sales, Wholesale",,Office,Miscellaneous,Sales Representatives,,,63941,8611,813910,1,1,LOI,3,M
Y, ,Y,Y,10434,Professional Services,Offices,Independent Sales Rep : Shared Building Occupancy – Office,Manufacturers' Representatives ,: Shared Building Occupancy – Office,Independent Sales Rep,"Agent, Sales, Wholesale",,Condominium – Office,Miscellaneous,Sales Representatives,,,63951,8611,813910,2,18,LOI,3,M
, ,,,10435,Professional Services,Offices,Independent Sales Rep : Building Owner / Lessor - Office - Shared Building Occupancy,Manufacturers' Representatives ,: Building Owner / Lessor - Office - Shared Building Occupancy,Independent Sales Rep,"Agent, Sales, Wholesale",,Condominium – Office – Lessors Risk Only,Miscellaneous,Sales Representatives,,,63951,8611,531120,2,18,LOI,3,M
Y, ,,Y,10436,Retail Store & Services,Retail,Marble Granite and Tile Store ,Marble Products – Retail only ,,Marble Granite and Tile Store,"Countertop, counter, cabinet, ",,,,,,,59999,5999,453998,9,8,LOI,1,S
, ,,,10437,Professional Services,Offices,Marine Appraisers or Surveyors  : Building Owner / Lessor,Marine Appraisers or Surveyors ,: Building Owner / Lessor,,"Boat, Yacht, Hull",,Lessors Risk Only,,,,,63961,7389,531120,1,1,LOI,3,M
Y, ,,Y,10438,Professional Services,Offices,Marine Appraisers or Surveyors  : Office - Only Building Occupant,Marine Appraisers or Surveyors ,: Office - Only Building Occupant,,"Boat, Yacht, Hull",,Office,,,,,63961,7389,541990,1,1,LOI,3,M
Y, ,,Y,10439,Professional Services,Offices,Marine Appraisers or Surveyors  : Shared Building Occupancy – Office,Marine Appraisers or Surveyors ,: Shared Building Occupancy – Office,,"Boat, Yacht, Hull",,Condominium – Office,,,,,63971,7389,541990,2,18,LOI,3,M
, ,,,10440,Professional Services,Offices,Marine Appraisers or Surveyors  : Building Owner / Lessor - Office - Shared Building Occupancy,Marine Appraisers or Surveyors ,: Building Owner / Lessor - Office - Shared Building Occupancy,,"Boat, Yacht, Hull",,Condominium – Office – Lessors Risk Only,,,,,63971,7389,531120,2,18,LOI,3,M
Y,Y,Y,Y,10441,Professional Services,Contractor,Market & Customer Research  ,Market & Customer Research ,,,,,,Consultants,Market research,,,10451,7319,541890,1,51,PAY,3,M
Y,Y,Y,Y,10442,Professional Services,Contractor,Market Researcher  ,Market Researcher ,,,"Analyst, product, service, test",,,Consultants,Market research,,,10452,7319,541890,1,51,PAY,3,M
Y,Y,Y,Y,10443,Professional Services,Contractor,Marketing Strategy  ,Marketing Strategy ,,,,,,Consultants,Other marketing/PR services,,,10453,7319,541890,1,51,PAY,3,M
Y,Y,Y,Y,10444,Professional Services,Contractor,Marketing/media consulting  ,Marketing/media consulting ,,,,,,Consultants,Marketing/media consulting,,,10453,7319,541890,1,51,PAY,3,M
Y, ,Y,Y,10445,Medical Services,Offices,Marriage and family therapy  ,Marriage and family therapy ,,,,,,"Beauty, Health, and Wellbeing",Marriage and family therapy,,,63811,6324,621491,1,1,LOI,3,M
Y,Y,Y,Y,10446,Artisan Contractor,Contractor,Masonry Services Office ,Masonry Office,,Masonry Services Office,"Rock, Brick, Chimney, Inspection, Contractor, Concrete, Blocks",Office,,Consultants,Other consulting services,,,75511,1741,235410,19,54,PAY,3,S
Y,Y,Y,Y,10447,Artisan Contractor,Contractor,Masonry Services Shop ,Masonry Shop,,Masonry Services Shop,"Rock, Brick, Chimney, Inspection, Contractor, Concrete, Blocks",Shop,,Consultants,Other consulting services,,,75521,1741,235410,20,54,PAY,3,S
Y, ,Y,Y,10448,Medical Services,Offices,Massage therapy  ,Massage therapy ,,,,,,"Beauty, Health, and Wellbeing",Massage therapy,,,63811,6324,621491,1,1,LOI,3,M
Y, ,,Y,10449,Wholesalers & Distributors,Distributor,Meat Distributor ,Meat ,,Meat Distributor,,,,,,,,50671,5147,422470,15,16,LOI,2,H
Y,Y,Y,Y,10450,Professional Services,Contractor,Mechanical Engineering  ,Mechanical Engineering ,,,"Design, ",,,Architects & Engineers,Engineering,,,10399,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10451,Professional Services,Contractor,Medical billing  ,Medical billing ,,,,,,Miscellaneous,Medical billing,,,10354,8721,541211,2,51,PAY,3,M
, ,,,10452,Medical Services,Offices,Medical Offices  Building Owner / Lessor,Medical Offices ,Building Owner / Lessor,,"Doctor, Dentist, Chiropractor",,Lessors Risk Only,,,,,63981,80**,531120,1,1,LOI,2,H
Y, ,,Y,10453,Medical Services,Offices,Medical Offices  Office - Only Building Occupant,Medical Offices ,Office - Only Building Occupant,,"Doctor, Dentist, Chiropractor",,Office,,,,,63981,80**,62111*,1,1,LOI,2,H
Y, ,,Y,10454,Medical Services,Offices,Medical Offices  Shared Building Occupancy – Office,Medical Offices ,Shared Building Occupancy – Office,,"Doctor, Dentist, Chiropractor",,Condominium – Office,,,,,63991,80**,62111*,2,18,LOI,2,H
, ,,,10455,Medical Services,Offices,Medical Offices  Building Owner / Lessor - Office - Shared Building Occupancy,Medical Offices ,Building Owner / Lessor - Office - Shared Building Occupancy,,"Doctor, Dentist, Chiropractor",,Condominium – Office – Lessors Risk Only,,,,,63991,80**,531120,2,18,LOI,2,H
Y,Y,Y,Y,10456,Professional Services,Contractor,Medical Writing  ,Medical Writing ,,,"Doctor, Dentist, Chiropractor, Blog, author, write, health",,,Consultants,Other consulting services,,,10521,7319,711510,1,51,PAY,3,M
Y, ,,Y,10457,Retail Store & Services,Retail,Medical Supply Store ,"Medical, Hospital and Surgical Supply – Retail Only ",,Medical Supply Store,"Doctor, Equipment, Health, surgery",,,,,,,50815,5999,453998,7,6,LOI,2,M
Y, ,Y,Y,10458,Medical Services,Offices,Mental health counseling  ,Mental health counseling ,,,,,,"Beauty, Health, and Wellbeing",Mental health counseling,,,63811,6324,621491,1,1,LOI,3,M
Y, ,,Y,10459,Retail Store & Services,Retail,Metal Dealers  ,Metal Dealers ,,,,,,,,,,59999,5999,453998,9,8,LOI,4,S
Y,Y,Y,Y,10460,Artisan Contractor,Contractor,Artistic Metal Construction Office ,Metal Erection – Decorative or Artistic Office,,Artistic Metal Construction Office,"Art, Design, Sculpture, ",Office,,Consultants,Other consulting services,,"This classification applies to risks whose predominant operation is the installation or erection of metal work. This classification includes shop operations in connection with metal work installed or erected by the insured.
This classification does not include shop operations in connection with metal work not installed or erected by the insured.",75541,1791,235910,19,56,PAY,3,S
Y,Y,Y,Y,10461,Artisan Contractor,Contractor,Artistic Metal Construction Shop ,Metal Erection – Decorative or Artistic Shop,,Artistic Metal Construction Shop,"Art, Design, Sculpture, ",Shop,,Consultants,Other consulting services,,"This classification applies to risks whose predominant operation is the installation or erection of metal work. This classification includes shop operations in connection with metal work installed or erected by the insured.
This classification does not include shop operations in connection with metal work not installed or erected by the insured.",75551,1791,235910,20,56,PAY,4,S
Y,Y,Y,Y,10462,Professional Services,Contractor,Mobile Advertising  ,Mobile Advertising ,,,,,,Consultants,Advertising,,,10454,7319,541890,1,51,PAY,3,M
Y,Y,Y,Y,10463,Professional Services,Contractor,Mobile Application Development  ,Mobile Application Development ,,,"App, Phone, Developer, Contractor,",,,IT/Technology,Other technology services,,,10400,7379,541512,1,51,PAY,3,M
Y,Y,Y,Y,10464,Professional Services,Contractor,Mobile Development  ,Mobile Development ,,,,,,IT/Technology,Other technology services,,,10401,7379,541512,1,51,PAY,3,M
,,,,10465,Habitational,Hotel/Motel,Motels - No Restaurants  ,Motels - No Restaurants ,,,"Hotel, Lodging, ",,,,,,,69151,7011,721110,21,33,SALES,3,M
,,,,10466,Habitational,Hotel/Motel,Motels - With Fast Food Restaurants  ,Motels - With Fast Food Restaurants ,,,"Hotel, Lodging, ",,,,,,,69171,7011,721110,23,35,SALES,3,M
,,,,10467,Habitational,Hotel/Motel,Motels - With Limited Cooking Restaurants  ,Motels - With Limited Cooking Restaurants ,,,"Hotel, Lodging, ",,,,,,,69161,7011,721110,22,34,SALES,3,M
Y,Y,Y,Y,10468,Professional Services,Contractor,Music Composition  ,Music Composition ,,,,,,Consultants,Other consulting services,,,10522,7319,711510,1,51,PAY,3,M
Y,Y,Y,Y,10469,Professional Services,Contractor,Music Lessons  ,Music Lessons ,,,,,,Consultants,Other consulting services,,,10523,7319,711510,1,51,PAY,3,M
Y,Y,Y,Y,10470,Professional Services,Contractor,Music Promotion  ,Music Promotion ,,,,,,Consultants,Other consulting services,,,10455,7319,541890,1,51,PAY,3,M
Y, ,,Y,10471,Retail Store & Services,Retail,Music Stores ,Music Stores – Pre-recorded ,,Music Stores,"Sound, Album, Record, Vinyl",,,,,,,57338,5735,451220,9,3,LOI,2,M
Y, ,Y,Y,10472,Medical Services,Offices,Music therapy  ,Music therapy ,,,,,,"Beauty, Health, and Wellbeing",Music therapy,,,63811,6324,621491,1,1,LOI,3,M
Y,Y,Y,Y,10473,Professional Services,Contractor,Music Writing  ,Music Writing ,,,,,,Consultants,Other consulting services,,,10524,7319,711510,1,51,PAY,3,M
Y, ,,Y,10474,Retail Store & Services,Retail,Musical Instrument Stores  ,Musical Instrument Stores ,,,"Guitar, sound, ",,,,,,,57334,5736,451140,9,3,LOI,2,M
Y, ,Y,Y,10475,"Health, Beauty & Fitness",Service,Nail Salons  ,Nail Salons ,,,"Nail, Hair, Polish, Pedicure, Manicure",,,"Beauty, Health, and Wellbeing",Nail technician services,,,71952,7231,812113,8,7,LOI,3,M
Y,Y,Y,Y,10476,Professional Services,Contractor,Network & System Administration  ,Network & System Administration ,,,,,,IT/Technology,Other technology services,,,10402,7379,541512,1,51,PAY,3,M
Y, ,,Y,10477,Retail Store & Services,Retail,Newsstands  ,Newsstands ,,,"News, Paper, Magazine",,,,,,,59935,5994,451212,7,5,LOI,4,H
Y, ,Y,Y,10478,Professional Services,Offices,Not Otherwise Classified  : Shared Building Occupancy – Office,Not Otherwise Classified ,: Shared Building Occupancy – Office,,,,Condominium – Office,Consultants,Other consulting services,,,65231,****,****,2,18,LOI,3,M
, ,,,10479,Professional Services,Offices,Not Otherwise Classified  : Building Owner / Lessor - Office - Shared Building Occupancy,Not Otherwise Classified ,: Building Owner / Lessor - Office - Shared Building Occupancy,,,,Condominium – Office – Lessors Risk Only,Consultants,Other consulting services,,,65231,****,531120,2,18,LOI,3,M
, ,,,10480,Professional Services,Offices,Not Otherwise Classified Office  : Building Owner / Lessor,Not Otherwise Classified Office ,: Building Owner / Lessor,,,,Lessors Risk Only,Consultants,Other consulting services,,,65171,****,531120,1,1,LOI,3,M
Y, ,Y,Y,10481,Professional Services,Offices,Not Otherwise Classified Office  : Office - Only Building Occupant,Not Otherwise Classified Office ,: Office - Only Building Occupant,,,,Office,Consultants,Other consulting services,,,65171,****,****,1,1,LOI,3,M
Y,Y,Y,Y,10482,Professional Services,Contractor,Notary services  ,Notary services ,,,,,,Miscellaneous,Notary services,,,10353,8111,541199,2,51,PAY,3,M
Y, ,,Y,10483,Medical Services,Texas office,Nurses  Office - Only Building Occupant,Nurses ,Office - Only Building Occupant,,,,Office,,,,Texas only,3261,8049,621399,1,1,LOI,2,H
, ,,,10484,Medical Services,Texas office,Nurses  Building Owner / Lessor,Nurses ,Building Owner / Lessor,,,,Lessors Risk Only,,,,Texas only,3261,8049,531120,1,1,LOI,2,H
Y, ,,Y,10485,Medical Services,Texas office,Nurses  Shared Building Occupancy – Office,Nurses ,Shared Building Occupancy – Office,,,,Condominium – Office,,,,Texas only,3271,8049,621399,2,18,LOI,2,H
, ,,,10486,Medical Services,Texas office,Nurses  Building Owner / Lessor - Office - Shared Building Occupancy,Nurses ,Building Owner / Lessor - Office - Shared Building Occupancy,,,,Condominium – Office – Lessors Risk Only,,,,Texas only,3271,8049,531120,2,18,LOI,2,H
